Product Name,Price,Ratings,Author,Publishing Date,Publisher,Edition,Number of Pages,Language,Product_Url
"Franz Kafka Combo(Metamorphosis+The Trial)  (Paperback, Franz Kafka)",₹301,3.4,Franz Kafka,No value available,General Press,1,304,English,https://www.flipkart.com/franz-kafka-combo-metamorphosis-the-trial/p/itm89e0578757292?pid=RBKG44UBV7ARAJWN&lid=LSTRBKG44UBV7ARAJWNGZOJVM&marketplace=FLIPKART&q=books&store=bks&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=en_OzO%2Fbv4afWf2DKjIiwcFWSWAn5OocN3Kj4l8pEBU7%2FN5%2Fdd8skd%2BBwAQBkMBXy0UKQn7hgAy3svySpw0pLSgxA%3D%3D&ppt=None&ppn=None&ssid=tvsel6wac00000001683235131928&qH=7d8949bcbf85067f
"Neeraj Publication MEG-3 English Medium (BRITISH NOVEL) IGNOU Help Book With Solved Previous Years Question Papers And Important Exam Notes (Paperback)  (Paperback, A PANEL OF EDUCATIONIST)",₹266,4.5,A PANEL OF EDUCATIONIST,No value available,NEERAJ PUBLICATION,Neeraj Publication MEG-3 English Medium (BRITISH NOVEL) IGNOU Help Book with Solved Previous Years Question Papers and Important Exam Notes (paperback).,200,English,https://www.flipkart.com/neeraj-publication-meg-3-english-medium-british-novel-ignou-help-book-solved-previous-years-question-papers-important-exam-notes-paperback/p/itm1eab31e73d948?pid=RBKGH5TBKQD239UA&lid=LSTRBKGH5TBKQD239UAGU380J&marketplace=FLIPKART&q=books&store=bks&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=32991807-9f2b-41f8-959b-8e24aebef751.RBKGH5TBKQD239UA.SEARCH&ppt=None&ppn=None&ssid=tvsel6wac00000001683235131928&qH=7d8949bcbf85067f
"SSC MTS 2023 48 Sets PYQ: TCS PYQ Solved Papers Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹299,4.4,Pinnacle Publications,No value available,Pinnacle Publications,2nd,420,Hindi,https://www.flipkart.com/ssc-mts-2023-48-sets-pyq-tcs-pyq-solved-papers-hindi-medium/p/itmd21516e9a8256?pid=RBKGHJ9PNASDZEZ4&lid=LSTRBKGHJ9PNASDZEZ4IRZHJV&marketplace=FLIPKART&q=books&store=bks&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=32991807-9f2b-41f8-959b-8e24aebef751.RBKGHJ9PNASDZEZ4.SEARCH&ppt=None&ppn=None&ssid=tvsel6wac00000001683235131928&qH=7d8949bcbf85067f
"Story Books In English For Kids | Abridged Classics | Age 8 - 16 Years | Bedtime Stories With Pictures | Classic Tales | Questions For Better Understanding | Set Of 5 Books  (Paperback, Charles Dickens, Rudyard Kipling, Anna Sewell, Jonathan Swift, Kenneth Grahame)",₹559,4,"Charles Dickens, Rudyard Kipling, Anna Sewell, Jonathan Swift, Kenneth Grahame",No value available,Woodsnipe Publications,1,728,English,https://www.flipkart.com/story-books-english-kids-abridged-classics-age-8-16-years-bedtime-stories-pictures-classic-tales-questions-better-understanding-set-5/p/itmf2a9ed1695dd1?pid=RBKFX4ZRGRYWUHCQ&lid=LSTRBKFX4ZRGRYWUHCQ6WRUYP&marketplace=FLIPKART&q=books&store=bks&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=32991807-9f2b-41f8-959b-8e24aebef751.RBKFX4ZRGRYWUHCQ.SEARCH&ppt=None&ppn=None&ssid=tvsel6wac00000001683235131928&qH=7d8949bcbf85067f
"The Richest Man In Babylon  (Paperback, Clason George S.)",₹145,4,Clason George S.,No value available,Enzine Press,1,152,English,https://www.flipkart.com/richest-man-babylon/p/itma9f64ac9032ad?pid=RBKGC72NEVNY2ZD8&lid=LSTRBKGC72NEVNY2ZD8XQI89S&marketplace=FLIPKART&q=books&store=bks&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_OzO%2Fbv4afWf2DKjIiwcFWSWAn5OocN3Kj4l8pEBU7%2FPh81HJpUdA86UZ%2BwZHn30bmNtwBFzFvInXXsgIGgm78Q%3D%3D&ppt=None&ppn=None&ssid=tvsel6wac00000001683235131928&qH=7d8949bcbf85067f
"Secondary School Mathematics (Maths) For Class 10  (Paperback, R S AGGARWAL)",₹422,4.3,R S AGGARWAL,No value available,BHARATI BHAWAN PVT LTD,1991,964,English,https://www.flipkart.com/secondary-school-mathematics-maths-class-10/p/itm2ed9fb8997afd?pid=RBKG4RHKFNY29HWH&lid=LSTRBKG4RHKFNY29HWHOITVO0&marketplace=FLIPKART&q=books&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZbNxxJtME%2FfmkBYy0N7MkM8CjNjr5My2whWJGVafF09qw%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"60 Maths Mock Test For Cgl And Chsl Mains  (Paperback, Aditya Ranjan)",₹327,4.7,Aditya Ranjan,No value available,RG Publication,1,560,English,https://www.flipkart.com/60-maths-mock-test-cgl-chsl-mains/p/itmd5f63e63d656a?pid=RBKGMC7UHPXAWGZH&lid=LSTRBKGMC7UHPXAWGZHXR3O8Y&marketplace=FLIPKART&q=books&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZYYl2NQkhXZw7hmZnWGrVbd2Sl7YXpuEXa3svy%2B0THM8g%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Principles Of Indian Geography (English | 1st Edition) For UPSC CSE Prelims & Mains By Study IQ  (Paperback, StudyIQ Publications)",₹357,4.5,StudyIQ Publications,No value available,StudyIQ Publications,1,342,English,https://www.flipkart.com/principles-indian-geography-english-1st-edition-upsc-cse-prelims-mains-study-iq/p/itmfa44599e125d7?pid=RBKGEMVVYWZ7RYH8&lid=LSTRBKGEMVVYWZ7RYH8VRYVVL&marketplace=FLIPKART&q=books&store=bks&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGEMVVYWZ7RYH8.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Pinnacle 60 Days English Vocabulary  (Paperback, Pinnacle Publications)",₹290,4.5,Pinnacle Publications,No value available,Pinnacle Publications,1st,415,English,https://www.flipkart.com/pinnacle-60-days-english-vocabulary/p/itm05507bbdb0687?pid=RBKGDWVMZ394ZQE5&lid=LSTRBKGDWVMZ394ZQE5ISVCGS&marketplace=FLIPKART&q=books&store=bks&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGDWVMZ394ZQE5.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"A Handbook Of A.N.M. (HINDI)  (Paper beck, Hindi, Meenakshi Messi)",₹603,4.3,Meenakshi Messi,No value available,Vardhan Publisher & Distributors,2019,865,Hindi,https://www.flipkart.com/handbook-a-n-m-hindi/p/itmd30d2c527b540?pid=RBKFGTD7VSMZQHVJ&lid=LSTRBKFGTD7VSMZQHVJJXXKZ6&marketplace=FLIPKART&q=books&store=bks&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKFGTD7VSMZQHVJ.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"44 Years' Chapter Wise And Topic Wise SOLVED PAPERS 2022-1979 IIT JEE (Jee Main & Advanced) Mathematics, Physics And Chemistry (3-Books Set)  (Paperback, ARIHANT EXPEART TEAM)","₹1,079",4.4,ARIHANT EXPEART TEAM,No value available,ARIHANT PRAKASHAN,2023,1500,English,https://www.flipkart.com/44-years-chapter-wise-topic-solved-papers-2022-1979-iit-jee-jee-main-advanced-mathematics-physics-chemistry-3-books-set/p/itmc53c7cbd56c2c?pid=RBKGK5KZT4RYNVEV&lid=LSTRBKGK5KZT4RYNVEV8HVLRU&marketplace=FLIPKART&q=books&store=bks&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGK5KZT4RYNVEV.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"SSC CGL Tier 2 Computer Knowledge Book English Medium  (Paperback, Pinnacle Publications)",₹360,4.5,Pinnacle Publications,No value available,Pinnacle Publications,1st,259,English,https://www.flipkart.com/ssc-cgl-tier-2-computer-knowledge-book-english-medium/p/itm2577f6c6be965?pid=RBKGKH6RPHSSEZD7&lid=LSTRBKGKH6RPHSSEZD7F1OQFA&marketplace=FLIPKART&q=books&store=bks&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGKH6RPHSSEZD7.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"The Power Of Your Subconscious Mind  (Paperback, Joseph Murphy)",₹139,4.5,Joseph Murphy,No value available,Enzine Press,1,312,English,https://www.flipkart.com/power-your-subconscious-mind/p/itm8bac9e6cc6c9f?pid=RBKGC727G8FHFFUW&lid=LSTRBKGC727G8FHFFUWW4OX43&marketplace=FLIPKART&q=books&store=bks&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZbURzzKFSI4QDBJ6sayLjy5MvV%2F9nbtbyX5%2BWJ8iEAUKQ%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"SSC CGL 2023: 40 TCS Sets Solved Papers Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹350,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,381,Hindi,https://www.flipkart.com/ssc-cgl-2023-40-tcs-sets-solved-papers-hindi-medium/p/itm5402e1f1bb94c?pid=RBKGM4MFPGWWSGMG&lid=LSTRBKGM4MFPGWWSGMGD8XQPD&marketplace=FLIPKART&q=books&store=bks&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGM4MFPGWWSGMG.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"B D CHAURASIA'S HUMAN ANATOMY 9th Ed, 4 Volume Set (PB - 2023)  (Paperback, BD Chaurasia)","₹1,999",4.6,BD Chaurasia,No value available,CBS Publishers,2019,2080,English,https://www.flipkart.com/b-d-chaurasia-s-human-anatomy-9th-ed-4-volume-set-pb-2023/p/itmc72329249603b?pid=RBKFGRX8RGN4GBJ9&lid=LSTRBKFGRX8RGN4GBJ9PQSL4Y&marketplace=FLIPKART&q=books&store=bks&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKFGRX8RGN4GBJ9.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"SSC MTS 2023 4800 TCS MCQ Chapter Wise With Detailed Explanation Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹360,4.3,Pinnacle Publications,No value available,Pinnacle Publications,2nd,421,Hindi,https://www.flipkart.com/ssc-mts-2023-4800-tcs-mcq-chapter-wise-detailed-explanation-hindi-medium/p/itmffe25972b3b24?pid=RBKGHGU3NRJSRBH8&lid=LSTRBKGHGU3NRJSRBH85VQZ6M&marketplace=FLIPKART&q=books&store=bks&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGHGU3NRJSRBH8.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Chacha Chaudhary, Billoo, Pinki Comics In Marathi  (Paperback, Marathi, Prans)",₹270,3.4,Prans,No value available,Diamond Magazine Private Limited,1,144,Marathi,https://www.flipkart.com/chacha-chaudhary-billoo-pinki-comics-marathi/p/itm04d5de2503eba?pid=RBKG8YSVEFFTKMYZ&lid=LSTRBKG8YSVEFFTKMYZQLOKUO&marketplace=FLIPKART&q=books&store=bks&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZa48FlBfIoHk2Q9lkBllGGFJ5PaTMRPs9sRdmrd7l8LKg%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Sawan Present Set Of 5 Board Books | Kids Board Book Series | ABC, Vehicals, Fruits, Birds & Flowers  (Board Book, Manoj Publications Editorial Board)",₹275,4.4,Manoj Publications Editorial Board,No value available,Manoj Publications,Shashank,120,English,https://www.flipkart.com/sawan-present-set-5-board-books-kids-book-series-abc-vehicals-fruits-birds-flowers/p/itm7b7e0cfe65ed5?pid=RBKFTC4ZVMCAJG5N&lid=LSTRBKFTC4ZVMCAJG5ND9YQZL&marketplace=FLIPKART&q=books&store=bks&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKFTC4ZVMCAJG5N.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"CUET UG Entrance Exam Books 2023 - CUET Physics, Chemistry, Maths, English & General Test (PCM+E+GT) Common University Entrance Test - 60 Practice Test Papers (CUET Sample Paper) | Latest Exam Pattern For B.Sc | Set Of 5 Books  (Paperback, Target Publications)",₹558,4.2,Target Publications,No value available,Target Publications Pvt. Ltd.,e1,576,English,https://www.flipkart.com/cuet-ug-entrance-exam-books-2023-physics-chemistry-maths-english-general-test-pcm-e-gt-common-university-60-practice-papers-cuet-sample-paper-latest-pattern-b-sc-set-5/p/itm46697388b9984?pid=RBKGNTYGNGWFJXA8&lid=LSTRBKGNTYGNGWFJXA8TNJPTF&marketplace=FLIPKART&q=books&store=bks&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGNTYGNGWFJXA8.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"SSC MTS 2023 4800 TCS MCQ Chapter Wise With Detailed Explanation English Medium  (Paperback, Pinnacle Publications)",₹360,4.4,Pinnacle Publications,No value available,Pinnacle Publications,2nd,455,English,https://www.flipkart.com/ssc-mts-2023-4800-tcs-mcq-chapter-wise-detailed-explanation-english-medium/p/itmcbfad8ef5048f?pid=RBKGHGTTXG5FWZQA&lid=LSTRBKGHGTTXG5FWZQAWYJWKA&marketplace=FLIPKART&q=books&store=bks&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGHGTTXG5FWZQA.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"World’s Best Inspirational Books To Change Your Life In Hindi - Chinta Chhodo Sukh Se Jiyo - चिंता छोड़ो सुख से जियो (Hindi Translation Of How To Stop Worrying & Start Living) + Apke Avchetan Man Ki Shakti : आपके अवचेतन मन की शक्ति (The Power Of Your Subconscious Mind In Hindi) + Think & Grow Rich - सोचो और अमीर बनो (Hindi Translation Of Think And Grow Rich) ( Set Of 3 Books)  (Paperback, Hindi, Carnegie, Dale; Dr. Murphy, Joseph; Hill, Napoleon)",₹442,4.5,"Carnegie, Dale; Dr. Murphy, Joseph; Hill, Napoleon",No value available,Diamond Pocket Books Pvt LTD,1,758,Hindi,https://www.flipkart.com/worlds-best-inspirational-books-change-your-life-hindi-chinta-chhodo-sukh-se-jiyo-hindi-translation-stop-worrying-start-living-apke-avchetan-man-ki-shakti-the-power-subconscious-mind-hindi-think-grow-rich-rich-set-3-books/p/itm371b11b76034b?pid=RBKG3GEQYQYPYCZZ&lid=LSTRBKG3GEQYQYPYCZZZU3DZR&marketplace=FLIPKART&q=books&store=bks&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZazEpwlJBblWRAFdphmHWUy%2BzP5JzNiOkaBWROnuHPJtQ%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Modern Indian History UPSC Civil Services Exam | Modern Indian History Book (English 1st Edition) For State PCS Exams By StudyIQ Publications  (Paperback, StudyIQ Publications)",₹335,4.5,StudyIQ Publications,No value available,StudyIQ Publications,1st,463,English,https://www.flipkart.com/modern-indian-history-upsc-civil-services-exam-book-english-1st-edition-state-pcs-exams-studyiq-publications/p/itm47e1b8473c10a?pid=RBKGKFCVHZE2KMAD&lid=LSTRBKGKFCVHZE2KMADHCMVYT&marketplace=FLIPKART&q=books&store=bks&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGKFCVHZE2KMAD.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Sawan Present Set Of 5 Story Books | Baby Animals Series | Adventurous Cub, Baby Squirrel, Baby Dinosaur, City Calf & Baby Mouse  (Board Book, Manoj Publications Editorial Board)",₹289,4.4,Manoj Publications Editorial Board,No value available,Manoj Publications,Shashank,40,English,https://www.flipkart.com/sawan-present-set-5-story-books-baby-animals-series-adventurous-cub-squirrel-dinosaur-city-calf-mouse/p/itmbad0049c7ca10?pid=RBKFTC4YEZFGQV4X&lid=LSTRBKFTC4YEZFGQV4XOXKI96&marketplace=FLIPKART&q=books&store=bks&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKFTC4YEZFGQV4X.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"ACE QUANT A Complete Guide On Quantitative Aptitude For Banking & Insurance Examinations  (Paperback, Adda247 Publications)",₹346,4.4,Adda247 Publications,No value available,Adda247 Publications,3,460,English,https://www.flipkart.com/ace-quant-complete-guide-quantitative-aptitude-banking-insurance-examinations/p/itm93b47f602f5f5?pid=RBKG5DG9AZEH2EQ2&lid=LSTRBKG5DG9AZEH2EQ2IN1EIA&marketplace=FLIPKART&q=books&store=bks&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKG5DG9AZEH2EQ2.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"The Best Of Dale Carnegie - The Quick And Easy Way To Effective Speaking + How To Enjoy Your Life And Job (Set Of 2 Books)  (Paperback, Dale Carnegie)",₹272,3.4,Dale Carnegie,No value available,Diamond Pocket Books Pvt LTD,1,344,English,https://www.flipkart.com/best-dale-carnegie-quick-easy-way-effective-speaking-enjoy-your-life-job-set-2-books/p/itm19f624468dcd4?pid=RBKG2XJZ36MHJCQH&lid=LSTRBKG2XJZ36MHJCQH8OHLN1&marketplace=FLIPKART&q=books&store=bks&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZagJk1c6izd%2B7X2XNgtOApBf3TGT%2FEeyoGkFg3jz39BmQ%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Lucent's General Knowledge With General Knowledge 2022  (Paperback, lucent manohar pandey)",₹261,4.5,lucent manohar pandey,No value available,lucent,2020,410,English,https://www.flipkart.com/lucent-s-general-knowledge-2022/p/itmc2db43cdc615c?pid=RBKGYF8ZPYQDUQCC&lid=LSTRBKGYF8ZPYQDUQCCNS9HSG&marketplace=FLIPKART&q=books&store=bks&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGYF8ZPYQDUQCC.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"ENGLISHWALE.COM English Speaking Course Book (BBD SPECIAL EDITION)  (Paperback, Hindi, Pooja Rana)",₹189,4.3,Pooja Rana,No value available,ENGLISHWALE.COM,3,450,Hindi,https://www.flipkart.com/englishwale-com-english-speaking-course-book-bbd-special-edition/p/itm487134252726c?pid=RBKGGVW2W3VQGHBV&lid=LSTRBKGGVW2W3VQGHBV1NZF0J&marketplace=FLIPKART&q=books&store=bks&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGGVW2W3VQGHBV.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"SSC CGL 2023: 40 TCS Sets Solved Papers English Medium  (Paperback, Pinnacle Publications)",₹360,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,402,English,https://www.flipkart.com/ssc-cgl-2023-40-tcs-sets-solved-papers-english-medium/p/itm4ff81a0e5402c?pid=RBKGM4HQBPZEGJJQ&lid=LSTRBKGM4HQBPZEGJJQBU4VQM&marketplace=FLIPKART&q=books&store=bks&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGM4HQBPZEGJJQ.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Lok Vyavhar - लोक व्यवहार (Hindi Translation Of How To Win Friends & Influence People) By Dale Carnegie+Apke Avchetan Man Ki Shakti : आपके अवचेतन मन की शक्ति (The Power Of Your Subconscious Mind In Hindi) By Dr. Joseph Murphy+Think & Grow Rich - सोचो और अमीर बनो (Hindi Translation Of Think And Grow Rich) By Napoleon Hill  (Paperback, Hindi, Dale Carnegie+Dr. Joseph Murphy+Hill, Napolean)",₹356,4.6,"Dale Carnegie+Dr. Joseph Murphy+Hill, Napolean",No value available,Diamond Pocket Books Pvt LTD,1,670,Hindi,https://www.flipkart.com/lok-vyavhar-hindi-translation-win-friends-influence-people-dale-carnegie-apke-avchetan-man-ki-shakti-the-power-your-subconscious-mind-hindi-dr-joseph-murphy-think-grow-rich-think-rich-napoleon-hill/p/itm9490260cc6bde?pid=RBKG3UY5PDYZNHQF&lid=LSTRBKG3UY5PDYZNHQFQQEM13&marketplace=FLIPKART&q=books&store=bks&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZaRxT%2FwRPtuLF82jBWxcFR46rk2cbCXVMXTzQ7Y7d1bEA%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Zero To Hero In 60 Days I English Grammar & Practice I English Medium  (Paperback, Pinnacle Publications, Neeru Madam)",₹309,4.3,"Pinnacle Publications, Neeru Madam",No value available,Pinnacle Publications,1st,395,English,https://www.flipkart.com/zero-hero-60-days-english-grammar-practice-medium/p/itm1f35bc662a8f5?pid=RBKGCCRSTRAFMATJ&lid=LSTRBKGCCRSTRAFMATJLWKFLS&marketplace=FLIPKART&q=books&store=bks&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGCCRSTRAFMATJ.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"50+ Bank PO & Clerk 3.0 | 2017-2022 Previous Years' Memory Based Papers Book (Hindi Printed Edition)  (Paperback, Hindi, Adda247 Publications)",₹525,4.1,Adda247 Publications,No value available,Adda247 Publications,3,1148,Hindi,https://www.flipkart.com/50-bank-po-clerk-3-0-2017-2022-previous-years-memory-based-papers-book-hindi-printed-edition/p/itm83e82342c4186?pid=RBKGE9F3PTBGXQBG&lid=LSTRBKGE9F3PTBGXQBGQ0I94N&marketplace=FLIPKART&q=books&store=bks&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGE9F3PTBGXQBG.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Objective NCERT At Your FINGERTIPS  PHYSICS, CHEMISTRY, BIOLOGY COMBO  (Paperback, MTG Expert)","₹1,724",4.5,MTG Expert,No value available,MTG,2020,3260,English,https://www.flipkart.com/objective-ncert-your-fingertipsphysics-chemistry-biology-combo/p/itme1e4aa74770eb?pid=RBKFU95QHSXNT4SX&lid=LSTRBKFU95QHSXNT4SXHWRLXX&marketplace=FLIPKART&q=books&store=bks&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKFU95QHSXNT4SX.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"How To Win Friends And Influence People  (Paperback, DALE CARNEGIE)",₹148,4.4,DALE CARNEGIE,No value available,ENZINE PRESS,REPRINT EDITION 2020,232,English,https://www.flipkart.com/win-friends-influence-people/p/itm8931442b3473d?pid=RBKGEMXB6GBZYSCE&lid=LSTRBKGEMXB6GBZYSCE1SMFAV&marketplace=FLIPKART&q=books&store=bks&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_ebHmyRx64cwwvIHm5J3E%2FodeQYeN3q2avgm6KISj%2BZa770i1VxPrKd%2FNLaY%2FPrQcTa10gTDkihew3TeHSNKGXQ%3D%3D&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
"Fundamentals Of Geography By Study IQ  (Paperback, StudyIQ Publications)",₹312,4.6,StudyIQ Publications,No value available,StudyIQ Publications,1,252,English,https://www.flipkart.com/fundamentals-geography-study-iq/p/itmcc613c2318c96?pid=RBKGDV2H2EHP6HNJ&lid=LSTRBKGDV2H2EHP6HNJAJVAVV&marketplace=FLIPKART&q=books&store=bks&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=33cd8fb0-02e2-4a96-a463-577457ab51aa.RBKGDV2H2EHP6HNJ.SEARCH&ppt=None&ppn=None&ssid=v57hm3z9a80000001683235200226&qH=7d8949bcbf85067f
